ENSMUST00000178537 ENSMUSG00000095668
ENSMUST00000126526 ENSMUSG00000027291
ENSMUST00000138854 ENSMUSG00000027291
ENSMUST00000132476 ENSMUSG00000027291
ENSMUST00000133260 ENSMUSG00000027291
ENSMUST00000104936 ENSMUSG00000074881
ENSMUST00000022038 ENSMUSG00000021555
ENSMUST00000163395 ENSMUSG00000021555
ENSMUST00000168367 ENSMUSG00000021555
ENSMUST00000163521 ENSMUSG00000021555
ENSMUST00000172419 ENSMUSG00000021555
ENSMUST00000164011 ENSMUSG00000021555
ENSMUST00000166923 ENSMUSG00000021555
ENSMUST00000172166 ENSMUSG00000021555
ENSMUST00000165129 ENSMUSG00000021555
ENSMUST00000172118 ENSMUSG00000021555
ENSMUST00000171391 ENSMUSG00000021555
ENSMUST00000168242 ENSMUSG00000021555
ENSMUST00000165841 ENSMUSG00000021555
ENSMUST00000168633 ENSMUSG00000021555
ENSMUST00000165253 ENSMUSG00000021555
ENSMUST00000036647 ENSMUSG00000033411
ENSMUST00000140570 ENSMUSG00000033411
ENSMUST00000110578 ENSMUSG00000033411
ENSMUST00000128883 ENSMUSG00000033411
ENSMUST00000110574 ENSMUSG00000033411
ENSMUST00000110572 ENSMUSG00000033411
ENSMUST00000138920 ENSMUSG00000033411
ENSMUST00000131258 ENSMUSG00000033411
ENSMUST00000127265 ENSMUSG00000033411
ENSMUST00000009411 ENSMUSG00000052763
ENSMUST00000156500 ENSMUSG00000052763
ENSMUST00000163832 ENSMUSG00000022707
ENSMUST00000099628 ENSMUSG00000022707
ENSMUST00000164300 ENSMUSG00000022707
ENSMUST00000169432 ENSMUSG00000022707
ENSMUST00000023393 ENSMUSG00000022707
ENSMUST00000171132 ENSMUSG00000022707
ENSMUST00000170464 ENSMUSG00000022707
ENSMUST00000034079 ENSMUSG00000031657
ENSMUST00000121949 ENSMUSG00000031657
ENSMUST00000146946 ENSMUSG00000031657
ENSMUST00000131682 ENSMUSG00000031657
ENSMUST00000137452 ENSMUSG00000031657
ENSMUST00000106616 ENSMUSG00000041598
ENSMUST00000053536 ENSMUSG00000041598
ENSMUST00000131488 ENSMUSG00000041598
ENSMUST00000153453 ENSMUSG00000041598
ENSMUST00000156898 ENSMUSG00000079426
ENSMUST00000102708 ENSMUSG00000079426
ENSMUST00000138722 ENSMUSG00000079426
ENSMUST00000171058 ENSMUSG00000079426
ENSMUST00000001455 ENSMUSG00000001419
ENSMUST00000119251 ENSMUSG00000001419
ENSMUST00000107558 ENSMUSG00000001419
ENSMUST00000107559 ENSMUSG00000001419
ENSMUST00000140927 ENSMUSG00000001419
ENSMUST00000139153 ENSMUSG00000001419
ENSMUST00000152861 ENSMUSG00000001419
ENSMUST00000127052 ENSMUSG00000037995
ENSMUST00000135267 ENSMUSG00000037995
ENSMUST00000140814 ENSMUSG00000037995
ENSMUST00000052629 ENSMUSG00000037995
ENSMUST00000132141 ENSMUSG00000037995
ENSMUST00000128638 ENSMUSG00000037995
ENSMUST00000127482 ENSMUSG00000037995
ENSMUST00000111235 ENSMUSG00000037995
ENSMUST00000141888 ENSMUSG00000037995
ENSMUST00000193620 ENSMUSG00000037995
ENSMUST00000140816 ENSMUSG00000037995
ENSMUST00000155426 ENSMUSG00000037995
ENSMUST00000125258 ENSMUSG00000037995
ENSMUST00000150855 ENSMUSG00000037995
ENSMUST00000124720 ENSMUSG00000036339
ENSMUST00000133744 ENSMUSG00000036339
ENSMUST00000111735 ENSMUSG00000036339
ENSMUST00000153765 ENSMUSG00000036339
ENSMUST00000156480 ENSMUSG00000036339
ENSMUST00000087517 ENSMUSG00000038914
ENSMUST00000103057 ENSMUSG00000038914
ENSMUST00000037764 ENSMUSG00000038914
ENSMUST00000103056 ENSMUSG00000038914
ENSMUST00000103055 ENSMUSG00000038914
ENSMUST00000130986 ENSMUSG00000038914
ENSMUST00000103054 ENSMUSG00000038914
ENSMUST00000022064 ENSMUSG00000021579
ENSMUST00000022063 ENSMUSG00000021578
ENSMUST00000160021 ENSMUSG00000021578
ENSMUST00000162672 ENSMUSG00000021578
ENSMUST00000159931 ENSMUSG00000021578
ENSMUST00000162376 ENSMUSG00000021578
ENSMUST00000109416 ENSMUSG00000078949
ENSMUST00000063317 ENSMUSG00000051804
ENSMUST00000109408 ENSMUSG00000017679
ENSMUST00000152135 ENSMUSG00000017679
ENSMUST00000144729 ENSMUSG00000017679
ENSMUST00000109405 ENSMUSG00000017679
ENSMUST00000156839 ENSMUSG00000017679
ENSMUST00000132904 ENSMUSG00000017679
ENSMUST00000171696 ENSMUSG00000017679
ENSMUST00000140505 ENSMUSG00000030276
ENSMUST00000129894 ENSMUSG00000030276
ENSMUST00000032414 ENSMUSG00000030276
ENSMUST00000146262 ENSMUSG00000030276
ENSMUST00000138131 ENSMUSG00000030276
ENSMUST00000129582 ENSMUSG00000030276
ENSMUST00000161831 ENSMUSG00000030276
ENSMUST00000131694 ENSMUSG00000030276
ENSMUST00000124368 ENSMUSG00000030276
ENSMUST00000038889 ENSMUSG00000030276
ENSMUST00000109280 ENSMUSG00000044950
ENSMUST00000129229 ENSMUSG00000044950
ENSMUST00000130467 ENSMUSG00000044950
ENSMUST00000094294 ENSMUSG00000044950
ENSMUST00000148461 ENSMUSG00000044950
ENSMUST00000061070 ENSMUSG00000044950
ENSMUST00000107992 ENSMUSG00000069727
ENSMUST00000072334 ENSMUSG00000000826
ENSMUST00000116365 ENSMUSG00000000826
ENSMUST00000108797 ENSMUSG00000000826
ENSMUST00000152578 ENSMUSG00000000826
ENSMUST00000108796 ENSMUSG00000000826
ENSMUST00000141523 ENSMUSG00000000826
ENSMUST00000027989 ENSMUSG00000026675
ENSMUST00000133563 ENSMUSG00000026675
ENSMUST00000111353 ENSMUSG00000026675
ENSMUST00000123230 ENSMUSG00000026675
ENSMUST00000126058 ENSMUSG00000018654
ENSMUST00000065433 ENSMUSG00000018654
ENSMUST00000018798 ENSMUSG00000018654
ENSMUST00000048122 ENSMUSG00000018654
ENSMUST00000141436 ENSMUSG00000018654
ENSMUST00000076700 ENSMUSG00000018654
ENSMUST00000017851 ENSMUSG00000017707
ENSMUST00000129854 ENSMUSG00000017707
ENSMUST00000038769 ENSMUSG00000040808
ENSMUST00000154464 ENSMUSG00000039787
ENSMUST00000047521 ENSMUSG00000039787
ENSMUST00000134152 ENSMUSG00000039787
ENSMUST00000153863 ENSMUSG00000039787
ENSMUST00000155355 ENSMUSG00000039787
ENSMUST00000147781 ENSMUSG00000025583
ENSMUST00000130049 ENSMUSG00000025583
ENSMUST00000026671 ENSMUSG00000025583
ENSMUST00000127899 ENSMUSG00000025583
ENSMUST00000126802 ENSMUSG00000025583
ENSMUST00000136662 ENSMUSG00000025583
ENSMUST00000139728 ENSMUSG00000025583
ENSMUST00000125583 ENSMUSG00000025583
ENSMUST00000124401 ENSMUSG00000025583
ENSMUST00000148860 ENSMUSG00000025583
ENSMUST00000131217 ENSMUSG00000025583
ENSMUST00000147772 ENSMUSG00000025583
ENSMUST00000166837 ENSMUSG00000091594
ENSMUST00000180131 ENSMUSG00000091594
ENSMUST00000113367 ENSMUSG00000070291
ENSMUST00000075869 ENSMUSG00000047746
ENSMUST00000132511 ENSMUSG00000047746
ENSMUST00000127808 ENSMUSG00000047746
ENSMUST00000114806 ENSMUSG00000047746
ENSMUST00000031080 ENSMUSG00000029185
ENSMUST00000139366 ENSMUSG00000029185
ENSMUST00000169130 ENSMUSG00000091926
ENSMUST00000009018 ENSMUSG00000008874
ENSMUST00000192252 ENSMUSG00000042901
ENSMUST00000109166 ENSMUSG00000042901
ENSMUST00000191782 ENSMUSG00000042901
ENSMUST00000193625 ENSMUSG00000042901
ENSMUST00000193959 ENSMUSG00000042901
ENSMUST00000194652 ENSMUSG00000042901
ENSMUST00000193359 ENSMUSG00000042901
ENSMUST00000192293 ENSMUSG00000042901
ENSMUST00000195268 ENSMUSG00000042901
ENSMUST00000028592 ENSMUSG00000027170
ENSMUST00000131266 ENSMUSG00000027170
ENSMUST00000148476 ENSMUSG00000027170
ENSMUST00000111110 ENSMUSG00000027170
ENSMUST00000112301 ENSMUSG00000031360
ENSMUST00000112303 ENSMUSG00000031360
ENSMUST00000101095 ENSMUSG00000031360
ENSMUST00000033727 ENSMUSG00000031360
ENSMUST00000148199 ENSMUSG00000031360
ENSMUST00000112302 ENSMUSG00000031360
ENSMUST00000151424 ENSMUSG00000031360
ENSMUST00000123089 ENSMUSG00000031360
ENSMUST00000148949 ENSMUSG00000031360
ENSMUST00000126956 ENSMUSG00000031360
ENSMUST00000135094 ENSMUSG00000031360
ENSMUST00000142927 ENSMUSG00000031360
ENSMUST00000112300 ENSMUSG00000031360
ENSMUST00000041627 ENSMUSG00000041592
ENSMUST00000155651 ENSMUSG00000041592
ENSMUST00000141943 ENSMUSG00000041592
ENSMUST00000144301 ENSMUSG00000041592
ENSMUST00000125879 ENSMUSG00000041592
ENSMUST00000156955 ENSMUSG00000041592
ENSMUST00000057062 ENSMUSG00000046836
ENSMUST00000163528 ENSMUSG00000046836
ENSMUST00000194327 ENSMUSG00000046836
ENSMUST00000194695 ENSMUSG00000046836
ENSMUST00000194089 ENSMUSG00000046836
ENSMUST00000195054 ENSMUSG00000046836
ENSMUST00000194438 ENSMUSG00000046836
ENSMUST00000193326 ENSMUSG00000046836
ENSMUST00000192829 ENSMUSG00000046836
ENSMUST00000147385 ENSMUSG00000035268
ENSMUST00000064703 ENSMUSG00000035268
ENSMUST00000099105 ENSMUSG00000035268
ENSMUST00000152418 ENSMUSG00000035268
ENSMUST00000126182 ENSMUSG00000035268
ENSMUST00000131228 ENSMUSG00000035268
ENSMUST00000135537 ENSMUSG00000035268
ENSMUST00000109400 ENSMUSG00000035268
ENSMUST00000164399 ENSMUSG00000035268
ENSMUST00000030893 ENSMUSG00000029027
ENSMUST00000133607 ENSMUSG00000029027
ENSMUST00000142671 ENSMUSG00000029027
ENSMUST00000154458 ENSMUSG00000029027
ENSMUST00000057676 ENSMUSG00000050628
ENSMUST00000144310 ENSMUSG00000050628
ENSMUST00000059794 ENSMUSG00000051251
ENSMUST00000029090 ENSMUSG00000027573
ENSMUST00000150067 ENSMUSG00000027573
ENSMUST00000078687 ENSMUSG00000027573
ENSMUST00000017841 ENSMUSG00000017697
ENSMUST00000156939 ENSMUSG00000017697
ENSMUST00000029188 ENSMUSG00000027656
ENSMUST00000138730 ENSMUSG00000027656
ENSMUST00000111114 ENSMUSG00000045106
ENSMUST00000127840 ENSMUSG00000045106
ENSMUST00000151764 ENSMUSG00000045106
ENSMUST00000144358 ENSMUSG00000045106
ENSMUST00000130611 ENSMUSG00000045106
ENSMUST00000059372 ENSMUSG00000048911
ENSMUST00000110194 ENSMUSG00000048911
ENSMUST00000183902 ENSMUSG00000048911
ENSMUST00000142982 ENSMUSG00000048911
ENSMUST00000165420 ENSMUSG00000048911
ENSMUST00000155023 ENSMUSG00000040606
ENSMUST00000135922 ENSMUSG00000040606
ENSMUST00000173068 ENSMUSG00000040606
ENSMUST00000036476 ENSMUSG00000040606
ENSMUST00000129032 ENSMUSG00000040606
ENSMUST00000148812 ENSMUSG00000040606
ENSMUST00000172864 ENSMUSG00000040606
ENSMUST00000174432 ENSMUSG00000040606
ENSMUST00000144611 ENSMUSG00000040606
ENSMUST00000108789 ENSMUSG00000000823
ENSMUST00000128553 ENSMUSG00000000823
ENSMUST00000155947 ENSMUSG00000000823
ENSMUST00000135561 ENSMUSG00000000823
ENSMUST00000140103 ENSMUSG00000000823
ENSMUST00000150552 ENSMUSG00000000823
ENSMUST00000132538 ENSMUSG00000000823
ENSMUST00000131866 ENSMUSG00000000823
ENSMUST00000133598 ENSMUSG00000000823
ENSMUST00000153998 ENSMUSG00000000823
ENSMUST00000016638 ENSMUSG00000016494
ENSMUST00000110815 ENSMUSG00000016494
ENSMUST00000194458 ENSMUSG00000016494
ENSMUST00000195092 ENSMUSG00000016494
ENSMUST00000194036 ENSMUSG00000016494
ENSMUST00000094218 ENSMUSG00000023393
ENSMUST00000151882 ENSMUSG00000023393
ENSMUST00000139817 ENSMUSG00000023393
ENSMUST00000154882 ENSMUSG00000023393
ENSMUST00000140955 ENSMUSG00000023393
ENSMUST00000131779 ENSMUSG00000037514
ENSMUST00000150843 ENSMUSG00000037514
ENSMUST00000184105 ENSMUSG00000037514
ENSMUST00000184932 ENSMUSG00000037514
ENSMUST00000145904 ENSMUSG00000037514
ENSMUST00000138509 ENSMUSG00000037514
ENSMUST00000183388 ENSMUSG00000037514
ENSMUST00000183349 ENSMUSG00000037514
ENSMUST00000003759 ENSMUSG00000003662
ENSMUST00000174030 ENSMUSG00000003662
ENSMUST00000143575 ENSMUSG00000003662
ENSMUST00000174863 ENSMUSG00000003662
ENSMUST00000172636 ENSMUSG00000003662
ENSMUST00000108878 ENSMUSG00000045493
ENSMUST00000070722 ENSMUSG00000056544
ENSMUST00000053180 ENSMUSG00000050645
ENSMUST00000128302 ENSMUSG00000055067
ENSMUST00000068437 ENSMUSG00000055067
ENSMUST00000131684 ENSMUSG00000055067
ENSMUST00000129393 ENSMUSG00000055067
ENSMUST00000125756 ENSMUSG00000055067
ENSMUST00000111134 ENSMUSG00000055067
ENSMUST00000194237 ENSMUSG00000055067
ENSMUST00000109834 ENSMUSG00000062124
ENSMUST00000131096 ENSMUSG00000062124
ENSMUST00000134340 ENSMUSG00000089917
ENSMUST00000057816 ENSMUSG00000089917
ENSMUST00000136997 ENSMUSG00000089917
ENSMUST00000129469 ENSMUSG00000089917
ENSMUST00000156308 ENSMUSG00000089917
ENSMUST00000138408 ENSMUSG00000089917
ENSMUST00000154613 ENSMUSG00000089917
ENSMUST00000155182 ENSMUSG00000089917
ENSMUST00000124315 ENSMUSG00000089917
ENSMUST00000149332 ENSMUSG00000089917
ENSMUST00000156998 ENSMUSG00000089917
ENSMUST00000142296 ENSMUSG00000089917
ENSMUST00000142491 ENSMUSG00000089917
ENSMUST00000144856 ENSMUSG00000089917
ENSMUST00000130893 ENSMUSG00000089917
ENSMUST00000136875 ENSMUSG00000089917
ENSMUST00000146823 ENSMUSG00000089917
ENSMUST00000131949 ENSMUSG00000089917
ENSMUST00000150298 ENSMUSG00000026553
ENSMUST00000152403 ENSMUSG00000026553
ENSMUST00000142765 ENSMUSG00000026553
ENSMUST00000135192 ENSMUSG00000026553
ENSMUST00000124289 ENSMUSG00000026553
ENSMUST00000126634 ENSMUSG00000026553
ENSMUST00000138407 ENSMUSG00000026553
ENSMUST00000134468 ENSMUSG00000026553
ENSMUST00000027833 ENSMUSG00000026553
ENSMUST00000133909 ENSMUSG00000026553
ENSMUST00000122845 ENSMUSG00000026553
ENSMUST00000107105 ENSMUSG00000006575
ENSMUST00000107102 ENSMUSG00000006575
ENSMUST00000107103 ENSMUSG00000006575
ENSMUST00000006750 ENSMUSG00000006575
ENSMUST00000146330 ENSMUSG00000006575
ENSMUST00000128331 ENSMUSG00000006575
ENSMUST00000150982 ENSMUSG00000006575
ENSMUST00000142157 ENSMUSG00000006575
ENSMUST00000131219 ENSMUSG00000006575
ENSMUST00000132876 ENSMUSG00000006575
ENSMUST00000086130 ENSMUSG00000026589
ENSMUST00000027881 ENSMUSG00000026589
ENSMUST00000111700 ENSMUSG00000026589
ENSMUST00000146873 ENSMUSG00000026589
ENSMUST00000155665 ENSMUSG00000026589
ENSMUST00000093909 ENSMUSG00000070331
ENSMUST00000134182 ENSMUSG00000070331
ENSMUST00000140697 ENSMUSG00000070331
ENSMUST00000047497 ENSMUSG00000039523
ENSMUST00000183790 ENSMUSG00000039523
ENSMUST00000155414 ENSMUSG00000039523
ENSMUST00000058086 ENSMUSG00000044863
ENSMUST00000132714 ENSMUSG00000002455
ENSMUST00000136481 ENSMUSG00000002455
ENSMUST00000139955 ENSMUSG00000002455
ENSMUST00000002529 ENSMUSG00000002455
ENSMUST00000142944 ENSMUSG00000058756
ENSMUST00000153468 ENSMUSG00000058756
ENSMUST00000124130 ENSMUSG00000058756
ENSMUST00000152195 ENSMUSG00000058756
ENSMUST00000064187 ENSMUSG00000058756
ENSMUST00000103139 ENSMUSG00000058756
ENSMUST00000153043 ENSMUSG00000058756
ENSMUST00000150693 ENSMUSG00000058756
ENSMUST00000124072 ENSMUSG00000058756
ENSMUST00000060173 ENSMUSG00000038605
ENSMUST00000183836 ENSMUSG00000038605
ENSMUST00000136249 ENSMUSG00000038605
ENSMUST00000099203 ENSMUSG00000074678
ENSMUST00000037299 ENSMUSG00000038848
ENSMUST00000108876 ENSMUSG00000038848
ENSMUST00000124666 ENSMUSG00000038848
ENSMUST00000194690 ENSMUSG00000026674
ENSMUST00000192312 ENSMUSG00000026674
ENSMUST00000195867 ENSMUSG00000026674
ENSMUST00000194619 ENSMUSG00000026674
ENSMUST00000027985 ENSMUSG00000026674
ENSMUST00000170800 ENSMUSG00000026674
ENSMUST00000027643 ENSMUSG00000026394
ENSMUST00000149685 ENSMUSG00000041096
ENSMUST00000138918 ENSMUSG00000041096
ENSMUST00000044509 ENSMUSG00000041096
ENSMUST00000178165 ENSMUSG00000041096
ENSMUST00000177748 ENSMUSG00000041096
ENSMUST00000162650 ENSMUSG00000016493
ENSMUST00000161772 ENSMUSG00000016493
ENSMUST00000159563 ENSMUSG00000016493
ENSMUST00000162951 ENSMUSG00000016493
ENSMUST00000106113 ENSMUSG00000039275
ENSMUST00000153579 ENSMUSG00000039275
ENSMUST00000151492 ENSMUSG00000039275
ENSMUST00000173294 ENSMUSG00000020185
ENSMUST00000174857 ENSMUSG00000020185
ENSMUST00000174810 ENSMUSG00000020185
ENSMUST00000073781 ENSMUSG00000020185
ENSMUST00000173471 ENSMUSG00000020185
ENSMUST00000173634 ENSMUSG00000020185
ENSMUST00000172574 ENSMUSG00000020185
ENSMUST00000173948 ENSMUSG00000020185
ENSMUST00000174593 ENSMUSG00000020185
ENSMUST00000043589 ENSMUSG00000038844
ENSMUST00000142078 ENSMUSG00000038844
ENSMUST00000102508 ENSMUSG00000028745
ENSMUST00000131912 ENSMUSG00000028745
ENSMUST00000102507 ENSMUSG00000028745
ENSMUST00000131793 ENSMUSG00000028745
ENSMUST00000150077 ENSMUSG00000028745
ENSMUST00000030518 ENSMUSG00000028745
ENSMUST00000156760 ENSMUSG00000028745
ENSMUST00000145368 ENSMUSG00000028745
ENSMUST00000138045 ENSMUSG00000028745
ENSMUST00000042675 ENSMUSG00000028745
ENSMUST00000132385 ENSMUSG00000028745
ENSMUST00000002043 ENSMUSG00000078622
ENSMUST00000106865 ENSMUSG00000078622
ENSMUST00000125383 ENSMUSG00000078622
ENSMUST00000137915 ENSMUSG00000078622
ENSMUST00000153982 ENSMUSG00000078622
ENSMUST00000027602 ENSMUSG00000026356
ENSMUST00000186398 ENSMUSG00000026356
ENSMUST00000064309 ENSMUSG00000026356
ENSMUST00000137859 ENSMUSG00000038840
ENSMUST00000108875 ENSMUSG00000038840
ENSMUST00000064941 ENSMUSG00000020889
ENSMUST00000139220 ENSMUSG00000020889
ENSMUST00000029464 ENSMUSG00000027870
ENSMUST00000035871 ENSMUSG00000034850
ENSMUST00000174503 ENSMUSG00000034850
ENSMUST00000174288 ENSMUSG00000034850
ENSMUST00000000369 ENSMUSG00000000359
ENSMUST00000150913 ENSMUSG00000000359
ENSMUST00000139370 ENSMUSG00000000359
ENSMUST00000021249 ENSMUSG00000020877
ENSMUST00000126874 ENSMUSG00000020877
ENSMUST00000153482 ENSMUSG00000020877
ENSMUST00000133054 ENSMUSG00000020877
ENSMUST00000109570 ENSMUSG00000027628
ENSMUST00000029158 ENSMUSG00000027628
ENSMUST00000137928 ENSMUSG00000027628
ENSMUST00000150212 ENSMUSG00000027628
ENSMUST00000126250 ENSMUSG00000027628
ENSMUST00000130144 ENSMUSG00000060063
ENSMUST00000071130 ENSMUSG00000060063
ENSMUST00000028098 ENSMUSG00000026761
ENSMUST00000156956 ENSMUSG00000026761
ENSMUST00000154784 ENSMUSG00000026761
ENSMUST00000150492 ENSMUSG00000026761
ENSMUST00000128618 ENSMUSG00000026761
ENSMUST00000141441 ENSMUSG00000026761
ENSMUST00000142851 ENSMUSG00000026761
ENSMUST00000123789 ENSMUSG00000026761
ENSMUST00000090976 ENSMUSG00000026761
ENSMUST00000153150 ENSMUSG00000026761
ENSMUST00000123809 ENSMUSG00000026761
ENSMUST00000149679 ENSMUSG00000026761
ENSMUST00000123271 ENSMUSG00000026761
ENSMUST00000151494 ENSMUSG00000027574
ENSMUST00000103053 ENSMUSG00000027574
ENSMUST00000139929 ENSMUSG00000027574
ENSMUST00000148905 ENSMUSG00000027574
ENSMUST00000134231 ENSMUSG00000027574
ENSMUST00000137274 ENSMUSG00000027574
ENSMUST00000108873 ENSMUSG00000027574
ENSMUST00000152874 ENSMUSG00000015869
ENSMUST00000106391 ENSMUSG00000015869
ENSMUST00000140917 ENSMUSG00000015869
ENSMUST00000147858 ENSMUSG00000015869
ENSMUST00000142480 ENSMUSG00000015869
ENSMUST00000152496 ENSMUSG00000015869
ENSMUST00000130835 ENSMUSG00000015869
ENSMUST00000135196 ENSMUSG00000015869
ENSMUST00000144154 ENSMUSG00000015869
ENSMUST00000182704 ENSMUSG00000032826
ENSMUST00000182588 ENSMUSG00000032826
ENSMUST00000182078 ENSMUSG00000032826
ENSMUST00000182112 ENSMUSG00000032826
ENSMUST00000044443 ENSMUSG00000032826
ENSMUST00000182726 ENSMUSG00000032826
ENSMUST00000182779 ENSMUSG00000032826
ENSMUST00000182064 ENSMUSG00000032826
ENSMUST00000182764 ENSMUSG00000032826
ENSMUST00000182977 ENSMUSG00000032826
ENSMUST00000182118 ENSMUSG00000032826
ENSMUST00000182571 ENSMUSG00000032826
ENSMUST00000182662 ENSMUSG00000032826
ENSMUST00000182594 ENSMUSG00000032826
ENSMUST00000182212 ENSMUSG00000032826
ENSMUST00000182271 ENSMUSG00000032826
ENSMUST00000182062 ENSMUSG00000032826
ENSMUST00000182025 ENSMUSG00000032826
ENSMUST00000183075 ENSMUSG00000032826
ENSMUST00000182959 ENSMUSG00000032826
ENSMUST00000182711 ENSMUSG00000032826
ENSMUST00000183097 ENSMUSG00000032826
ENSMUST00000182008 ENSMUSG00000032826
ENSMUST00000182547 ENSMUSG00000032826
ENSMUST00000182994 ENSMUSG00000032826
ENSMUST00000182610 ENSMUSG00000032826
ENSMUST00000182452 ENSMUSG00000032826
ENSMUST00000182050 ENSMUSG00000032826
ENSMUST00000183095 ENSMUSG00000032826
ENSMUST00000182876 ENSMUSG00000032826
ENSMUST00000183234 ENSMUSG00000032826
ENSMUST00000182316 ENSMUSG00000032826
ENSMUST00000104965 ENSMUSG00000032826
ENSMUST00000189368 ENSMUSG00000032826
ENSMUST00000122989 ENSMUSG00000069631
ENSMUST00000007444 ENSMUSG00000069631
ENSMUST00000103072 ENSMUSG00000069631
ENSMUST00000152008 ENSMUSG00000069631
ENSMUST00000106867 ENSMUSG00000069631
ENSMUST00000054491 ENSMUSG00000046470
ENSMUST00000003550 ENSMUSG00000003458
ENSMUST00000140643 ENSMUSG00000003458
ENSMUST00000146137 ENSMUSG00000003458
ENSMUST00000142825 ENSMUSG00000003458
ENSMUST00000122986 ENSMUSG00000003458
ENSMUST00000135928 ENSMUSG00000003458
ENSMUST00000163080 ENSMUSG00000090066
ENSMUST00000184925 ENSMUSG00000090066
ENSMUST00000053318 ENSMUSG00000049349
ENSMUST00000077247 ENSMUSG00000061075
ENSMUST00000044423 ENSMUSG00000034329
ENSMUST00000149748 ENSMUSG00000034329
ENSMUST00000123366 ENSMUSG00000034329
ENSMUST00000129686 ENSMUSG00000059540
ENSMUST00000103042 ENSMUSG00000059540
ENSMUST00000129745 ENSMUSG00000059540
ENSMUST00000129006 ENSMUSG00000059540
ENSMUST00000126623 ENSMUSG00000059540
ENSMUST00000136145 ENSMUSG00000059540
ENSMUST00000125892 ENSMUSG00000059540
ENSMUST00000126844 ENSMUSG00000059540
ENSMUST00000052431 ENSMUSG00000050394
ENSMUST00000126075 ENSMUSG00000050394
ENSMUST00000150465 ENSMUSG00000050394
ENSMUST00000113194 ENSMUSG00000050394
ENSMUST00000026173 ENSMUSG00000025173
ENSMUST00000137230 ENSMUSG00000025173
ENSMUST00000106110 ENSMUSG00000025173
ENSMUST00000136797 ENSMUSG00000025173
ENSMUST00000127373 ENSMUSG00000025173
ENSMUST00000190825 ENSMUSG00000026439
ENSMUST00000190997 ENSMUSG00000026439
ENSMUST00000187505 ENSMUSG00000026439
ENSMUST00000027700 ENSMUSG00000026439
ENSMUST00000188575 ENSMUSG00000026439
ENSMUST00000189786 ENSMUSG00000026439
ENSMUST00000187834 ENSMUSG00000026439
ENSMUST00000030944 ENSMUSG00000029068
ENSMUST00000139066 ENSMUSG00000029068
ENSMUST00000129850 ENSMUSG00000029068
ENSMUST00000136370 ENSMUSG00000029068
ENSMUST00000126346 ENSMUSG00000029068
ENSMUST00000151450 ENSMUSG00000056413
ENSMUST00000110865 ENSMUSG00000056413
ENSMUST00000126762 ENSMUSG00000056413
ENSMUST00000123748 ENSMUSG00000056413
ENSMUST00000156815 ENSMUSG00000056413
ENSMUST00000101212 ENSMUSG00000072944
ENSMUST00000154385 ENSMUSG00000072944
ENSMUST00000133780 ENSMUSG00000072944
ENSMUST00000125678 ENSMUSG00000072944
ENSMUST00000124075 ENSMUSG00000072944
ENSMUST00000093110 ENSMUSG00000029659
ENSMUST00000146189 ENSMUSG00000029659
ENSMUST00000121876 ENSMUSG00000029659
ENSMUST00000182191 ENSMUSG00000078350
ENSMUST00000182151 ENSMUSG00000078350
ENSMUST00000143047 ENSMUSG00000078350
ENSMUST00000125533 ENSMUSG00000078350
ENSMUST00000126119 ENSMUSG00000078350
ENSMUST00000146543 ENSMUSG00000078350
ENSMUST00000130175 ENSMUSG00000078350
ENSMUST00000132541 ENSMUSG00000078350
ENSMUST00000145527 ENSMUSG00000078350
ENSMUST00000146054 ENSMUSG00000078350
ENSMUST00000131325 ENSMUSG00000078350
ENSMUST00000146426 ENSMUSG00000078350
ENSMUST00000139569 ENSMUSG00000078350
ENSMUST00000126624 ENSMUSG00000078350
ENSMUST00000038551 ENSMUSG00000034709
ENSMUST00000189734 ENSMUSG00000034709
ENSMUST00000191340 ENSMUSG00000034709
ENSMUST00000188064 ENSMUSG00000034709
ENSMUST00000190136 ENSMUSG00000034709
ENSMUST00000185400 ENSMUSG00000034709
ENSMUST00000052183 ENSMUSG00000050213
ENSMUST00000145733 ENSMUSG00000050213
ENSMUST00000111350 ENSMUSG00000026670
ENSMUST00000111351 ENSMUSG00000026670
ENSMUST00000161492 ENSMUSG00000026670
ENSMUST00000162253 ENSMUSG00000026670
ENSMUST00000160848 ENSMUSG00000026670
ENSMUST00000191797 ENSMUSG00000026670
ENSMUST00000161112 ENSMUSG00000026670
ENSMUST00000191690 ENSMUSG00000026670
ENSMUST00000027981 ENSMUSG00000026670
ENSMUST00000086465 ENSMUSG00000042429
ENSMUST00000038191 ENSMUSG00000042429
ENSMUST00000187631 ENSMUSG00000042429
ENSMUST00000169927 ENSMUSG00000042429
ENSMUST00000169622 ENSMUSG00000029028
ENSMUST00000142794 ENSMUSG00000029028
ENSMUST00000167947 ENSMUSG00000029028
ENSMUST00000163672 ENSMUSG00000029028
ENSMUST00000030894 ENSMUSG00000029028
ENSMUST00000074963 ENSMUSG00000063145
ENSMUST00000134659 ENSMUSG00000063145
ENSMUST00000112286 ENSMUSG00000063145
ENSMUST00000149276 ENSMUSG00000063145
ENSMUST00000144240 ENSMUSG00000063145
ENSMUST00000130061 ENSMUSG00000063145
ENSMUST00000143165 ENSMUSG00000063145
ENSMUST00000127806 ENSMUSG00000063145
ENSMUST00000028758 ENSMUSG00000027296
ENSMUST00000039178 ENSMUSG00000026725
